rowname,baseMean,log2FoldChange,lfcSE,pvalue,padj
AC005014.1,1.329338215466259,-0.10991409659637869,0.4002457342100246,0.2790957637885743,NA
AC005017.1,0.16562760739263657,0.017881214486639343,0.39193920713427327,0.8639221738788488,NA
AC005019.1,0.06112383956223574,0.020004223027277775,0.39209289297111644,0.8639200176954824,NA
AC005020.1,0.0568778973230751,0.019683860631762997,0.3920642881509322,0.8639200176954824,NA
AC005020.2,3.1734771756240283,0.010287329410942696,0.36138777791033355,0.9480712796526912,NA
AC005033.1,0,NA,NA,NA,NA
AC005034.1,0,NA,NA,NA,NA
AC005040.1,0,NA,NA,NA,NA
AC005041.1,0,NA,NA,NA,NA
AC005042.1,1.1649379600898946,0.04414256553109764,0.3890512719721096,0.5186514986126909,NA
AC005042.3,0,NA,NA,NA,NA
AC005066.1,0,NA,NA,NA,NA
AC005070.1,0,NA,NA,NA,NA
AC005070.2,0,NA,NA,NA,NA
AC005077.1,0.18789306828960076,-0.01665960656029105,0.39223661007626287,0.7406087415047877,NA
AC005077.2,0.7663233900790544,-0.05935693776497156,0.3964092454820615,0.3568160497582742,NA
AC005077.3,0,NA,NA,NA,NA
AC005077.4,455.8576198434864,-1.5719509985869113,0.3724106406001147,1.3364132242209677e-6,3.324926451661157e-5
AC005084.1,0,NA,NA,NA,NA
